District Code,State,Seat,Urban Pop.,Suburban Pop.,Rural Pop.,Total Pop.,Urban Pop. %,Suburban Pop. %,Rural Pop. %,Total Pop. %
massachusetts07,Massachusetts,7,591119.4588606599,103142.47428508452,4682.893600616996,698944.8267463613,0.8457312168864081,0.14756883567651569,0.006699947437076263,1.0
massachusetts08,Massachusetts,8,268683.6598728224,428073.7376480776,16510.696946976557,713268.0944678766,0.3766937873104642,0.6001582588205293,0.02314795386900647,1.0
massachusetts09,Massachusetts,9,84670.03636019155,485307.1031810172,151818.66148260018,721795.8010238089,0.11730469509533577,0.6723606627977724,0.21033464210689187,1.0
maryland01,Maryland,1,59795.772844087296,387372.7193343115,284866.0149715274,732034.5071499262,0.08168436359222159,0.5291727583204963,0.38914287808728215,1.0
maryland02,Maryland,2,102253.3878717051,534409.6560591935,92097.53831867859,728760.5822495773,0.14031135926158883,0.7333130647784889,0.12637557595992222,1.0
maryland03,Maryland,3,62121.88352200398,585558.9980449962,40456.345781308824,688137.227348309,0.09027542916314311,0.8509334690428082,0.05879110179404864,1.0
maryland04,Maryland,4,250108.0191146142,426848.915954713,15649.498774615462,692606.4338439427,0.36111131357316884,0.6162936049925435,0.02259508143428767,1.0
maryland05,Maryland,5,44896.237464698985,471026.1097088926,151769.69782380882,667692.0449974004,0.0672409351003632,0.7054541284983057,0.22730493640133115,1.0
maryland06,Maryland,6,91902.74095588719,432886.9377150544,177686.50267698072,702476.1813479223,0.13082684281130041,0.6162300576290347,0.2529430995596649,1.0
maryland07,Maryland,7,543372.815862218,239345.45517444564,9336.481339832257,792054.752376496,0.6860293612681093,0.30218296709452097,0.011787671637369643,1.0
maryland08,Maryland,8,125987.71690955899,574080.0907973184,14058.000648359235,714125.8083552365,0.17642229903402026,0.8038920930746513,0.019685607891328564,1.0
maine01,Maine,1,82766.18498081532,245361.98309314417,302787.8686968568,630916.0367708162,0.13118415154642932,0.38889799718670537,0.4799178512668654,1.0
maine02,Maine,2,85858.52422640561,185366.54324730806,411598.40899221145,682823.4764659251,0.12574043978508434,0.2714706650197584,0.6027888951951572,1.0
michigan01,Michigan,1,79902.96601213256,168096.1850405825,527305.3297403544,775304.4807930695,0.10306011120998389,0.2168131220764191,0.6801267667135971,1.0
michigan02,Michigan,2,63624.637104659014,165314.86287528696,530319.4490431648,759258.9490231108,0.08379833676839858,0.21773185958227673,0.6984698036493248,1.0
michigan03,Michigan,3,217806.27768905487,417920.8632757691,82097.28082425604,717824.42178908,0.3034255607328074,0.5822048548225178,0.1143695844446748,1.0
michigan04,Michigan,4,142312.9091259845,354556.81122768624,240411.28877784678,737281.0091315175,0.19302397235705615,0.4808977945130278,0.32607823312991613,1.0
michigan05,Michigan,5,107603.75290848155,248210.5383077823,420125.1360462025,775939.4272624664,0.1386754547170135,0.31988391050507026,0.5414406347779162,1.0
michigan06,Michigan,6,103949.10467569921,503906.76842131873,107468.25418223623,715324.1272792543,0.14531748715239223,0.7044453684764352,0.15023714437117242,1.0
michigan07,Michigan,7,140547.99866365833,330635.87936140376,275398.1873522308,746582.0653772929,0.18825525709974156,0.44286608893332247,0.3688786539669359,1.0
michigan08,Michigan,8,184534.56514392962,378994.11528110696,244901.11419077934,808429.7946158159,0.22826294425680416,0.4688027554219641,0.30293430032123186,1.0
michigan09,Michigan,9,49753.82470490169,349370.7301379587,349656.35302079853,748780.907863659,0.0664464387144351,0.46658605537198544,0.46696750591357944,1.0
michigan10,Michigan,10,106215.83887194433,631294.3352815199,10028.620685445694,747538.79483891,0.14208739346408528,0.8444970878301507,0.013415518705764027,1.0
michigan11,Michigan,11,94723.59580676313,635537.6226119498,17501.985228578447,747763.2036472914,0.12667592540625042,0.8499182889878107,0.023405785605938787,1.0
michigan12,Michigan,12,324100.8474128107,422845.4636600358,10515.095623477577,757461.4066963241,0.42787770379797957,0.5582402745828078,0.013882021619212623,1.0
michigan13,Michigan,13,521485.7874493648,297200.1280323788,14831.291866102738,833517.2073478464,0.6256448971325633,0.3565614787702279,0.017793624097208697,1.0
minnesota01,Minnesota,1,133147.73351624428,302215.510672326,249296.58773854934,684659.8319271196,0.19447282768359855,0.44140972871400486,0.3641174436023966,1.0
minnesota02,Minnesota,2,58517.61442949422,511641.801982118,75964.65392731644,646124.0703389286,0.09056714819306828,0.7918630886382749,0.11756976316865689,1.0
minnesota03,Minnesota,3,59470.11087006353,561145.4165285969,25672.139476471348,646287.6668751318,0.09201801909296477,0.8682595155216151,0.03972246538542011,1.0
minnesota04,Minnesota,4,258498.8653844066,370076.3977399924,16831.403108797072,645406.666233196,0.4005209101621004,0.5734003336220233,0.02607875621587647,1.0
minnesota05,Minnesota,5,399421.65825805295,239243.2833518843,3436.284663524085,642101.2262734614,0.6220540343399769,0.3725943411451984,0.005351624514824743,1.0
minnesota06,Minnesota,6,65455.1155917741,390575.96881279536,180340.67330762054,636371.75771219,0.1028567261172789,0.6137544038989863,0.2833888699837347,1.0
minnesota07,Minnesota,7,85932.85891663161,188126.58114729525,429395.82040363894,703455.2604675659,0.12215824338212296,0.2674321903887009,0.6104095662291761,1.0
minnesota08,Minnesota,8,106654.8793439695,221649.85522226378,366255.5880118566,694560.3225780899,0.1535574029741358,0.3191225412927954,0.5273200557330688,1.0
missouri01,Missouri,1,412077.8030219156,368935.13485696394,16103.586954028182,797116.5248329077,0.5169605574395735,0.462837142830906,0.020202299729520513,1.0
missouri02,Missouri,2,66248.77491197108,572985.3593719302,94096.43000387246,733330.5642877738,0.0903395796359767,0.7813466222131704,0.1283137981508529,1.0
missouri03,Missouri,3,83880.87714868523,381725.1653589677,257364.6649963713,722970.7075040243,0.11602251139368372,0.5279953411623428,0.3559821474439734,1.0
missouri04,Missouri,4,92362.88728896089,255980.39001896905,399208.9128357561,747552.190143686,0.12355376454881088,0.3424247743422,0.5340214611089892,1.0
missouri05,Missouri,5,295807.61799645453,400027.3361689094,23158.134450645055,718993.088616009,0.4114192788220748,0.5563716014835729,0.03220911969435226,1.0
missouri06,Missouri,6,113195.13843228636,286605.6516808127,352660.71531841427,752461.5054315133,0.15043312862546032,0.38089078260083653,0.4686760887737032,1.0
missouri07,Missouri,7,148549.84175541077,300366.2559479529,276407.5520932865,725323.6497966502,0.20480490577834848,0.41411341824048176,0.38108167598116977,1.0
missouri08,Missouri,8,111239.89928362837,244134.3029215691,435489.7749171878,790863.9771223853,0.1406561716066303,0.3086931634057592,0.5506506649876105,1.0
mississippi01,Mississippi,1,94711.26107733726,232768.71351445216,396715.2977161062,724195.2723078956,0.1307813854894516,0.3214170575467238,0.5478015569638246,1.0
mississippi02,Mississippi,2,245351.46271630187,201140.06923249384,372246.44535329414,818737.9773020898,0.29967030908323744,0.245670867614193,0.4546588233025697,1.0
mississippi03,Mississippi,3,109436.11602102361,211240.28444487715,400606.21942535904,721282.6198912598,0.15172432137283737,0.2928675648343275,0.5554081137928351,1.0
mississippi04,Mississippi,4,123107.10513688251,262414.3423188924,303659.0169661707,689180.4644219456,0.1786282570271915,0.38076288558033067,0.44060885739247785,1.0
montana01,Montana,1,90411.62852354764,160646.58358641865,228947.86383028855,480006.07594025484,0.18835517518490943,0.33467614607114665,0.4769686787439439,1.0
montana02,Montana,2,109443.82847309003,194117.7882614095,205786.168623318,509347.78535781754,0.21487052976230295,0.3811104982522727,0.4040189719854243,1.0
northcarolina01,North Carolina,1,108410.35908725987,255451.5693510787,411740.72924274177,775602.6576810803,0.13977564157836742,0.3293588112692076,0.5308655471524252,1.0
northcarolina02,North Carolina,2,129253.65413224646,423613.65811937774,42371.59749682102,595238.9097484453,0.21714584180471422,0.7116699718074574,0.07118418638782828,1.0
northcarolina03,North Carolina,3,78000.04542714755,265606.15242563834,390928.28719499917,734534.4850477851,0.10618976646422973,0.36159793424587733,0.5322122992898929,1.0
northcarolina04,North Carolina,4,152462.21242976247,326881.20619876287,173378.2731638201,652721.6917923454,0.23357920281629965,0.5007972161935683,0.2656235809901321,1.0
northcarolina05,North Carolina,5,109701.66737286646,260258.01334906803,362119.76592757954,732079.446649514,0.14984940210373995,0.35550514980332126,0.4946454480929388,1.0
northcarolina06,North Carolina,6,195793.66020680792,326611.1504094842,166045.78416247782,688450.59477877,0.2843975467400463,0.4744147988054815,0.24118765445447218,1.0
northcarolina07,North Carolina,7,94145.50027982162,302324.2363241476,300056.22600801627,696525.9626119855,0.13516438055915994,0.43404589714132985,0.4307897222995102,1.0
northcarolina08,North Carolina,8,93995.25564856522,267726.31777994777,334232.3821245751,695953.9555530881,0.1350595896446416,0.38468969914422063,0.4802507112111377,1.0
northcarolina09,North Carolina,9,121528.00752305775,285951.7011373303,279253.6632623148,686733.3719227029,0.17696534418125914,0.4163940662104832,0.40664058960825766,1.0
northcarolina10,North Carolina,10,91211.36561026666,278696.90097408934,338763.4539424467,708671.7205268026,0.12870750019834742,0.3932665759075521,0.47802592389410065,1.0
northcarolina11,North Carolina,11,71061.79213374159,226872.40917507443,397826.51087664714,695760.7121854632,0.10213539064390177,0.3260782122382888,0.5717863971178094,1.0
northcarolina12,North Carolina,12,143197.39987000675,433670.0854848671,30387.896416653046,607255.3817715269,0.23581083703574846,0.7141477844457057,0.05004137851854585,1.0
northcarolina13,North Carolina,13,86413.16817392451,312551.0266934977,219052.20676718286,618016.4016346051,0.13982342207321427,0.5057325758132384,0.35444400211354726,1.0
northcarolina14,North Carolina,14,170725.54415563296,401732.88878060353,51245.04482789176,623703.4777641282,0.27372870320950465,0.6441087842266779,0.08216251256381735,1.0
northdakota01,North Dakota,1,126020.35832525435,314540.87373481947,232011.56442911449,672572.7964891883,0.18737058498808928,0.46766814741350565,0.344961267598405,1.0
nebraska01,Nebraska,1,158773.39914435236,335715.4428915143,100766.35395394107,595255.1959898077,0.2667316475588916,0.5639857411631273,0.16928261127798108,1.0
nebraska02,Nebraska,2,226386.97200244054,302363.10593373014,39785.667593005746,568535.7455291763,0.39819303145438323,0.5318277844646329,0.06997918408098407,1.0
nebraska03,Nebraska,3,130026.91955163232,195644.07142882483,336867.86121145723,662538.8521919143,0.19625553900945883,0.2952944884387755,0.5084499725517657,1.0
newhampshire01,New Hampshire,1,93093.72497155494,329958.6477298539,222735.20159257873,645787.5742939876,0.14415533633227676,0.5109399140895268,0.34490474957819645,1.0
newhampshire02,New Hampshire,2,76823.1658719135,247793.05899904732,343937.7303396353,668553.9552105961,0.11490944788100763,0.3706403306237145,0.514450221495278,1.0
newjersey01,New Jersey,1,130814.56420647424,569078.7352619838,38738.811332808225,738632.1108012663,0.17710381432587183,0.7704494929751275,0.05244669269900067,1.0
newjersey02,New Jersey,2,127968.49976954945,426547.81713597453,209736.28844617723,764252.6053517013,0.16744267389269762,0.5581241256478041,0.27443320045949826,1.0
newjersey03,New Jersey,3,58356.39278213776,592033.7203199784,91786.67119116988,742176.784293286,0.07862869604268982,0.7976990561402746,0.12367224781703565,1.0
newjersey04,New Jersey,4,80358.23339456021,558633.2648883616,61214.53863844538,700206.0369213672,0.11476369690823504,0.7978126943099976,0.0874236087817674,1.0
newjersey05,New Jersey,5,75822.06826294326,594598.6436960759,71933.58875403166,742354.3007130509,0.10213730585262881,0.8009634255839135,0.09689926856345757,1.0
newjersey06,New Jersey,6,174151.4356916946,535794.9493654482,14604.082872069197,724550.467929212,0.24035790935229795,0.7394860304165796,0.02015606023112251,1.0
newjersey07,New Jersey,7,44124.70458217118,585968.7537352127,124397.27455094525,754490.7328683292,0.05848276547337216,0.7766414194479891,0.16487581507863874,1.0
newjersey08,New Jersey,8,503601.2664537932,155827.2504314735,5477.351946609528,664905.8688318763,0.7574023483031257,0.23435986616456675,0.008237785532307423,1.0
newjersey09,New Jersey,9,224115.4148133808,456960.6919033636,20480.04277670937,701556.1494934538,0.31945470790213926,0.6513529846945308,0.029192307403329905,1.0
newjersey10,New Jersey,10,385144.6289875202,296110.7328217467,16445.888578950256,697701.2503882172,0.5520194048286666,0.42440906140985674,0.023571533761476537,1.0
newjersey11,New Jersey,11,72552.62940235288,638744.0032618771,21274.58037518911,732571.213039419,0.09903832980459865,0.8719206978004838,0.02904097239491766,1.0
newjersey12,New Jersey,12,142342.4463978598,545545.6900936255,29598.169108196747,717486.305599682,0.19839047140960914,0.7603569375970919,0.0412525909932989,1.0
newmexico01,New Mexico,1,250723.29171831402,324510.69921433885,104459.93407051405,679693.9250031669,0.3688767583396392,0.4774365155799014,0.15368672608045944,1.0
newmexico02,New Mexico,2,211992.40150620564,255663.4101182911,217835.06108676837,685490.8727112651,0.3092563445341434,0.37296398872108516,0.3177796667447714,1.0
newmexico03,New Mexico,3,124837.52180484499,273741.19504521094,295351.0621503474,693929.7790004034,0.17989935809452043,0.3944796769487707,0.42562096495670887,1.0
nevada01,Nevada,1,270475.5645939213,398969.5885901993,13014.461382886428,682459.6145670069,0.3963246451814253,0.5846054185101186,0.019069936308456256,1.0
nevada02,Nevada,2,148602.5301117977,386771.61354712874,153123.65252434145,688497.796183268,0.21583588347789265,0.5617615854273205,0.22240253109478683,1.0
nevada03,Nevada,3,187781.1759376148,452545.18079009,9328.613335093789,649654.9700627987,0.2890475476843701,0.6965931173378769,0.014359334977752946,1.0
nevada04,Nevada,4,209809.7449708017,421386.93133059307,48749.794523911536,679946.4708253064,0.30856803288667495,0.6197354489083846,0.07169651820494037,1.0
newyork01,New York,1,34305.32135123165,655131.6806750911,56216.766500992126,745653.7685273149,0.04600703811768501,0.8786003750359805,0.07539258684633442,1.0
newyork02,New York,2,62369.53256318345,676974.9566494355,23817.473381375872,763161.9625939948,0.0817251587738844,0.8870659045275149,0.03120893669860072,1.0
newyork03,New York,3,119937.26565370984,617715.0884652388,8559.356062056666,746211.7101810053,0.16072820088097678,0.8278013867075369,0.01147041241148636,1.0
newyork04,New York,4,121931.43496048666,608622.471244271,5723.472329226867,736277.3785339847,0.16560529837717758,0.8266211742863951,0.007773527336427173,1.0
newyork05,New York,5,481951.97295665386,224918.62216032943,4968.291236463987,711838.8863534472,0.6770520439330869,0.3159684395896451,0.006979516477267998,1.0
newyork06,New York,6,539062.8824834214,184167.47741768745,3171.62898532819,726401.9888864369,0.7420999539246809,0.2535338287000196,0.004366217375299658,1.0
newyork07,New York,7,595961.380143263,80750.38758411186,3932.302384909056,680644.0701122839,0.87558447404816,0.1186382003898024,0.005777325562037667,1.0
newyork08,New York,8,553583.9980498268,148989.89688204575,3165.344401320057,705739.2393331927,0.784403030463309,0.21111182229688213,0.004485147239808836,1.0
newyork09,New York,9,652195.9613221748,82980.1586878453,3946.5436869447753,739122.6636969649,0.8823920485133041,0.11226845388936224,0.005339497597333628,1.0
newyork10,New York,10,650460.3117688821,40505.32906126436,1296.0680366406293,692261.7088667871,0.9396161934677382,0.058511583903102835,0.001872222629158929,1.0
newyork11,New York,11,297616.3844946706,421653.38311266963,4660.551752233741,723930.319359574,0.41111192132131913,0.5824502328976716,0.0064378457810092896,1.0
newyork12,New York,12,633684.1951942056,11212.311919963768,90.11348721521429,644986.6206013847,0.9824764963393494,0.017383789929641368,0.0001397137310091682,1.0
newyork13,New York,13,683772.5416502884,13599.397831692724,6121.070352132502,703493.0098341136,0.9719677837474527,0.01933124798908736,0.008700968263459894,1.0
newyork14,New York,14,614875.531997001,104419.77302464332,8600.543314170283,727895.8483358147,0.8447300989596087,0.14345427750876424,0.011815623531627047,1.0
newyork15,New York,15,658898.4988104107,54636.995338402325,5499.107984494542,719034.6021333076,0.9163654945888853,0.07598660088999824,0.00764790452111652,1.0
newyork16,New York,16,269859.46154032374,432006.5170207052,6499.0461933862,708365.0247544151,0.3809610188389552,0.6098642676076202,0.009174713553424479,1.0
newyork17,New York,17,69376.57938273351,533984.3156608175,89794.54540098367,693155.4404445348,0.10008805433055665,0.7703673440381027,0.12954460163134057,1.0
newyork18,New York,18,106269.73212237761,405034.37280936877,237178.68546351703,748482.7903952633,0.14198019444943824,0.5411405285557411,0.31687927699482077,1.0
newyork19,New York,19,115043.35087816541,256299.36878645536,420179.2002987531,791521.9199633738,0.14534449138627623,0.32380577507988045,0.5308497335338433,1.0
newyork20,New York,20,180088.86109596735,444082.4336747363,120548.44115698317,744719.7359276868,0.24182098634949323,0.5963081307648563,0.16187088288565052,1.0
newyork21,New York,21,78508.28421326503,241169.5961979191,461832.1475819969,781510.027993181,0.1004571680479448,0.30859437186904964,0.5909484600830056,1.0
newyork22,New York,22,178050.6568428513,366295.3000789689,175412.26689319024,719758.2238150105,0.24737564775447873,0.508914365906728,0.24370998633879318,1.0
newyork23,New York,23,104006.15285279023,335267.41581632086,352102.36391344445,791375.9325825556,0.13142445779640943,0.42365126612104304,0.4449242760825475,1.0
newyork24,New York,24,100323.50041176383,226272.3352176136,471185.8016159908,797781.6372453682,0.12575308295910054,0.28362690321991024,0.5906200138209893,1.0
newyork25,New York,25,231056.18610749033,438350.1749906099,87832.92568151075,757239.2867796109,0.3051296864035233,0.5788793352954872,0.11599097830098969,1.0
newyork26,New York,26,337148.51712581835,367698.10304328555,45648.534304436886,750495.1544735407,0.44923476869390605,0.489940675634634,0.06082455567146005,1.0
ohio01,Ohio,1,255103.3523243429,428646.78409239504,55979.67831598302,739729.814732721,0.34486017359800053,0.5794639820584677,0.07567584434353182,1.0
ohio02,Ohio,2,93700.96278480107,260992.1718046384,438475.3258894452,793168.4604788846,0.11813500845485968,0.32905011332278816,0.5528148782223522,1.0
ohio03,Ohio,3,246012.07051753835,431970.064707714,8100.940339856096,686083.0755651084,0.358574754689736,0.629617724284937,0.011807521025327096,1.0
ohio04,Ohio,4,139916.02061050627,291283.43124335905,323282.01703123347,754481.4688850988,0.18544659661059787,0.3860710212986279,0.42848238209077416,1.0
ohio05,Ohio,5,141931.3593497987,347910.0279623677,290031.0733153134,779872.4606274797,0.18199303926644847,0.44611144196891095,0.37189551876464066,1.0
ohio06,Ohio,6,149643.38234528396,333213.2941938329,330542.7744852596,813399.4510243766,0.1839728096162673,0.40965517467978585,0.40637201570394677,1.0
ohio07,Ohio,7,93090.51884717656,549203.1205309145,124578.96751994496,766872.6068980361,0.12138980843731446,0.7161595232256575,0.16245066833702806,1.0
ohio08,Ohio,8,120060.12294531465,482514.58333516243,157218.7995858006,759793.5058662777,0.1580167795833267,0.6350601572792123,0.20692306313746095,1.0
ohio09,Ohio,9,263161.4180356995,351443.48584680504,177457.99494252284,792062.8988250274,0.33224813133664255,0.4437065369027486,0.22404533176060887,1.0
ohio10,Ohio,10,213725.22174604613,478438.3456522957,84433.23324085849,776596.8006392004,0.27520744557553345,0.6160704567138355,0.1087220977106309,1.0
ohio11,Ohio,11,469914.28232462,328398.6727090825,10204.841520929682,808517.7965546323,0.5812046244709562,0.4061737096060226,0.012621665923021066,1.0
ohio12,Ohio,12,110757.92033903734,281264.21575933817,366178.00398201717,758200.1400803927,0.14608005786874897,0.3709630226783069,0.4829569194529441,1.0
ohio13,Ohio,13,229660.23632519034,490377.7941384344,68810.74127517709,788848.7717388019,0.29113341435389073,0.6216372664909275,0.08722931915518178,1.0
ohio14,Ohio,14,109861.50396794513,442811.2219475291,242553.65833191457,795226.3842473888,0.13815123107606558,0.5568366828857303,0.3050120860382042,1.0
ohio15,Ohio,15,164653.3624453643,439033.35128910857,115721.34748985825,719408.0612243311,0.228873390944699,0.6102702693405126,0.16085633971478833,1.0
oklahoma01,Oklahoma,1,197657.93538780257,430779.68516123784,78263.42068788469,706701.041236925,0.2796910204658051,0.6095642429042591,0.11074473662993584,1.0
oklahoma02,Oklahoma,2,107905.86508737916,198326.3315351215,516279.9656049785,822512.1622274792,0.13119060123701373,0.24112267349096186,0.6276867252720244,1.0
oklahoma03,Oklahoma,3,205615.02124314735,306210.2944883585,275411.8536216006,787237.1693531065,0.26118561120800055,0.3889682886035215,0.34984610018847784,1.0
oklahoma04,Oklahoma,4,158951.7721119386,371324.67010140565,212828.00785228814,743104.4500656324,0.21390232839797915,0.49969377799932374,0.28640389360269713,1.0
oklahoma05,Oklahoma,5,213205.01490887743,343824.891002081,134699.5961871609,691729.5020981194,0.30822021362713986,0.49705107265081006,0.19472871372205006,1.0
oregon01,Oregon,1,145984.54336117604,377179.77643716364,90007.6162565127,613171.9360548523,0.2380809276765673,0.6151288965766079,0.14679017574682499,1.0
oregon02,Oregon,2,112347.02623237729,250936.5339092315,305545.2376325666,668828.7977741754,0.16797576092157196,0.37518799241948636,0.4568362466589416,1.0
oregon03,Oregon,3,273498.7609710856,310753.6147305368,57433.00433970522,641685.3800413276,0.4262194051444198,0.48427722431594566,0.08950337053963466,1.0
oregon04,Oregon,4,123826.46640185581,323620.1445443299,201298.7463630332,648745.357309219,0.19087067831274665,0.4988400161915596,0.31028930549569367,1.0
oregon05,Oregon,5,116923.58557394866,385320.4272079129,137279.71770718152,639523.730489043,0.18282915863737742,0.6025115391937979,0.21465930216882473,1.0
oregon06,Oregon,6,118185.78585564709,397541.6129127937,91562.30022587614,607289.698994317,0.19461187313297912,0.6546160976732027,0.15077202919381805,1.0
pennsylvania01,Pennsylvania,1,33758.93583353615,608123.5999721499,89106.75981206982,730989.295617756,0.04618253103830558,0.8319186116921552,0.1218988572695392,1.0
pennsylvania02,Pennsylvania,2,570821.806650249,148126.91721617978,5352.040400681522,724300.7642671104,0.7881005168175402,0.20451023183174907,0.007389251350710679,1.0
pennsylvania03,Pennsylvania,3,651664.6403209936,55322.2751765316,11142.122194216157,718129.0376917414,0.9074478347451566,0.07703667763435966,0.0155154876204838,1.0
pennsylvania04,Pennsylvania,4,51999.94183062518,587505.8351922005,86236.77317817046,725742.5502009961,0.0716506725645667,0.8095237560888353,0.11882557134659803,1.0
pennsylvania05,Pennsylvania,5,189977.18109449386,522168.6185258891,18383.097159712,730528.896780095,0.2600543002909865,0.7147816066242116,0.025164093084801973,1.0
pennsylvania06,Pennsylvania,6,108512.65541378889,472333.94491434796,136476.4728300413,717323.0731581781,0.1512744528571167,0.6584675198509791,0.1902580272919043,1.0
pennsylvania07,Pennsylvania,7,159603.73063368074,413828.11761957227,153917.2289315322,727349.0771847853,0.21943209339239034,0.5689539323007046,0.211613974306905,1.0
pennsylvania08,Pennsylvania,8,193988.81706083458,315699.41770248185,244511.8239135029,754200.0586768193,0.25721135238463344,0.41858842898573884,0.3242002186296278,1.0
pennsylvania09,Pennsylvania,9,118879.31071572682,248523.45481329027,404427.8073351592,771830.5728641762,0.154022547039798,0.3219922396842195,0.5239852132759826,1.0
pennsylvania10,Pennsylvania,10,137203.6566804195,411820.4606937078,162042.68097032458,711066.7983444518,0.19295466614369455,0.5791586130199481,0.22788672083635747,1.0
pennsylvania11,Pennsylvania,11,99184.32836424485,380827.33510204894,234567.674347383,714579.3378136768,0.1388010023739403,0.5329391922627181,0.3282598053633415,1.0
pennsylvania12,Pennsylvania,12,328269.22970433906,380761.0805915935,59964.01707335623,768994.3273692888,0.4268812109802425,0.4951415986307312,0.07797719038902629,1.0
pennsylvania13,Pennsylvania,13,88595.38169315475,232777.86631634954,456469.7217331927,777842.969742697,0.11389880109408362,0.2992607446119237,0.5868404542939927,1.0
pennsylvania14,Pennsylvania,14,105842.15053442975,294768.6864547521,390247.8667725531,790858.703761735,0.13383193487153833,0.37271978553524043,0.49344827959322124,1.0
pennsylvania15,Pennsylvania,15,94106.75037575453,201868.52582074876,498247.43014110683,794222.7063376101,0.11848912102967679,0.25417118424078144,0.6273396947295418,1.0
pennsylvania16,Pennsylvania,16,159310.61199824014,311562.4054296488,311006.0887347616,781879.1061626505,0.20375350964436634,0.3984790013877619,0.39776748896787184,1.0
pennsylvania17,Pennsylvania,17,124539.45332294458,515859.10449295765,96250.74043430047,736649.2982502027,0.16906206741629828,0.700277738291887,0.13066019429181475,1.0
rhodeisland01,Rhode Island,1,187222.72795429963,296753.29833545524,29712.4369803452,513688.46327010007,0.3644674571090317,0.57769118746866,0.05784135542230826,1.0
rhodeisland02,Rhode Island,2,138429.33380920967,296866.86544047884,93819.57277421818,529115.7720239067,0.2616239037436123,0.5610622119710045,0.17731388428538317,1.0
southcarolina01,South Carolina,1,72610.02527033414,374388.07544609206,118468.48356940915,565466.5842858354,0.12840727867595939,0.6620870018675483,0.20950571945649224,1.0
southcarolina02,South Carolina,2,95186.96031926105,381549.1759594441,196893.24354795963,673629.3798266648,0.14130464491283637,0.566408157639476,0.29228719744768744,1.0
southcarolina03,South Carolina,3,77155.89974720987,226519.08696126114,385085.3856026516,688760.3723111226,0.11202139793309346,0.32887938398833916,0.5590992180785673,1.0
southcarolina04,South Carolina,4,118211.52496227816,360293.05266770336,156998.630566688,635503.2081966695,0.1860124755274173,0.5669413592577857,0.24704616521479708,1.0
southcarolina05,South Carolina,5,70963.47982109399,268494.3453356481,313577.26273009606,653035.0878868382,0.10866717751832496,0.41114842114299127,0.4801844013386836,1.0
southcarolina06,South Carolina,6,173876.7316027598,279560.5585590521,254317.7239970379,707755.0141588498,0.24567361321969325,0.39499622463473927,0.35933016214556746,1.0
southcarolina07,South Carolina,7,76192.04903529752,257021.11683933504,328397.1084790644,661610.274353697,0.11516152633773223,0.3884781219433293,0.4963603517189385,1.0
southdakota01,South Dakota,1,167506.216796748,311514.2390454885,321574.7092457865,800595.165088023,0.20922711515292652,0.38910332291506966,0.40166956193200387,1.0
tennessee01,Tennessee,1,95004.04334095206,250384.41476051084,398971.73843780544,744360.1965392684,0.1276318155949922,0.3363753407619263,0.5359928436430814,1.0
tennessee02,Tennessee,2,115817.4361112838,382226.9513598602,203943.58720153457,701987.9746726785,0.16498492893028105,0.5444921638979416,0.29052290717177737,1.0
tennessee03,Tennessee,3,153747.35264638948,277991.80936954194,292002.1894040775,723741.3514200089,0.21243411385121375,0.3841038083897115,0.4034620777590747,1.0
tennessee04,Tennessee,4,77585.95744359512,247396.9477345286,339639.7144010828,664622.6195792065,0.11673685962225787,0.3722367256942946,0.5110264146834476,1.0
tennessee05,Tennessee,5,93847.3083829035,388695.090929665,120790.64919907339,603333.0485116419,0.1555480983752088,0.6442463112016393,0.20020559042315186,1.0
tennessee06,Tennessee,6,126388.08053720096,280573.7730060655,296575.7656198513,703537.6191631178,0.1796465136967998,0.39880422221034556,0.4215492640928546,1.0
tennessee07,Tennessee,7,152369.23238491625,250624.92498191947,261230.68725450773,664224.8446213435,0.2293940577783985,0.37731940774481854,0.3932865344767828,1.0
tennessee08,Tennessee,8,130147.22529906507,302978.2959231032,332703.1642457933,765828.6854679615,0.16994300131175982,0.39562150344103075,0.43443549524720954,1.0
tennessee09,Tennessee,9,426380.31258615886,285480.2636064279,61726.287110017096,773586.8633026038,0.5511731556115783,0.3690345288280272,0.07979231556039446,1.0
texas01,Texas,1,117308.72283874598,263539.0121429984,357503.22919959127,738350.9641813356,0.1588793521368457,0.3569291907612034,0.4841914571019509,1.0
texas02,Texas,2,54444.94280871602,440538.7529639484,75164.78080652696,570148.4765791914,0.09549256912055229,0.7726737351068924,0.13183369577255524,1.0
texas03,Texas,3,74788.18680152006,406075.51723849255,85388.49250179516,566252.1965418077,0.13207575574675634,0.7171283744565767,0.15079586979666706,1.0
texas04,Texas,4,97479.70722325791,369182.98805355455,159655.8364669398,626318.5317437523,0.15563918722293227,0.5894492488122635,0.25491156396480424,1.0
texas05,Texas,5,104618.72564206496,353115.3513797274,214603.92568722012,672338.0027090125,0.1556043615272836,0.5252051051062713,0.31919053336644515,1.0
texas06,Texas,6,138264.37844852314,311707.17802190647,228546.21988215984,678517.7763525895,0.20377414309138825,0.4593942692224012,0.3368315876862106,1.0
texas07,Texas,7,297280.4360857214,338788.2026086976,5159.6608372017945,641228.2995316208,0.4636109109701913,0.5283425620113184,0.008046527018490327,1.0
texas08,Texas,8,27482.166365354824,378245.3780369649,161093.02964636587,566820.5740486856,0.048484772119429656,0.6673106011929562,0.2842046266876142,1.0
